"Step","wo_DTR_for_eval - train_loss","wo_DTR_for_eval - train_loss__MIN","wo_DTR_for_eval - train_loss__MAX","DTR_0.8_wo_for_eval - train_loss","DTR_0.8_wo_for_eval - train_loss__MIN","DTR_0.8_wo_for_eval - train_loss__MAX","DTR_0.6_wo_for_eval - train_loss","DTR_0.6_wo_for_eval - train_loss__MIN","DTR_0.6_wo_for_eval - train_loss__MAX"
"28","0.6777079881851159","0.6777079881851159","0.6777079881851159","0.6822920338456214","0.6822920338456214","0.6822920338456214","0.6759568449901302","0.6759568449901302","0.6759568449901302"
"29","0.6736469221858337","0.6736469221858337","0.6736469221858337","0.6785182686884742","0.6785182686884742","0.6785182686884742","0.6762161567819421","0.6762161567819421","0.6762161567819421"
"30","0.6704463567569473","0.6704463567569473","0.6704463567569473","0.6720046809308347","0.6720046809308347","0.6720046809308347","0.6781398907756101","0.6781398907756101","0.6781398907756101"
"31","0.6700853530846237","0.6700853530846237","0.6700853530846237","0.670767104263869","0.670767104263869","0.670767104263869","0.6766269799624436","0.6766269799624436","0.6766269799624436"
"32","0.6676132540119976","0.6676132540119976","0.6676132540119976","0.6683965468621821","0.6683965468621821","0.6683965468621821","0.675709449824395","0.675709449824395","0.675709449824395"
"33","0.6692450807366438","0.6692450807366438","0.6692450807366438","0.6679726554488823","0.6679726554488823","0.6679726554488823","0.6716036714423964","0.6716036714423964","0.6716036714423964"
"34","0.6661716426758614","0.6661716426758614","0.6661716426758614","0.6694747511728364","0.6694747511728364","0.6694747511728364","0.6693537323273431","0.6693537323273431","0.6693537323273431"
"35","0.6680796547342853","0.6680796547342853","0.6680796547342853","0.6653850452150841","0.6653850452150841","0.6653850452150841","0.6654737189326548","0.6654737189326548","0.6654737189326548"
"36","0.6602159833399559","0.6602159833399559","0.6602159833399559","0.6617380068671811","0.6617380068671811","0.6617380068671811","0.6617839209264766","0.6617839209264766","0.6617839209264766"
"37","0.6589363479927195","0.6589363479927195","0.6589363479927195","0.658967841933065","0.658967841933065","0.658967841933065","0.6657353840077677","0.6657353840077677","0.6657353840077677"
"38","0.6500593628230107","0.6500593628230107","0.6500593628230107","0.6610598106478158","0.6610598106478158","0.6610598106478158","0.6590358367995026","0.6590358367995026","0.6590358367995026"
"39","0.6514573633132947","0.6514573633132947","0.6514573633132947","0.6485460514509844","0.6485460514509844","0.6485460514509844","0.6595881073273431","0.6595881073273431","0.6595881073273431"
"40","0.6464689034140433","0.6464689034140433","0.6464689034140433","0.6459500795509895","0.6459500795509895","0.6459500795509895","0.658855785592058","0.658855785592058","0.658855785592058"
"41","0.6531299469019175","0.6531299469019175","0.6531299469019175","0.6500164028853056","0.6500164028853056","0.6500164028853056","0.6531711543946114","0.6531711543946114","0.6531711543946114"
"42","0.6488471715737797","0.6488471715737797","0.6488471715737797","0.6531015072228774","0.6531015072228774","0.6531015072228774","0.6523899644784403","0.6523899644784403","0.6523899644784403"
"43","0.6521248946530199","0.6521248946530199","0.6521248946530199","0.6436952836597621","0.6436952836597621","0.6436952836597621","0.6460565280679604","0.6460565280679604","0.6460565280679604"
"44","0.6427168685750358","0.6427168685750358","0.6427168685750358","0.650618192502179","0.650618192502179","0.650618192502179","0.6486175512074446","0.6486175512074446","0.6486175512074446"
"45","0.6375144601748359","0.6375144601748359","0.6375144601748359","0.6423883101703497","0.6423883101703497","0.6423883101703497","0.6501166928098082","0.6501166928098082","0.6501166928098082"
"46","0.6406424243103979","0.6406424243103979","0.6406424243103979","0.6433120990405814","0.6433120990405814","0.6433120990405814","0.6415713703759485","0.6415713703759485","0.6415713703759485"
"47","0.640953107775969","0.640953107775969","0.640953107775969","0.6406813786595057","0.6406813786595057","0.6406813786595057","0.6506099810455548","0.6506099810455548","0.6506099810455548"
"48","0.633941274866694","0.633941274866694","0.633941274866694","0.635992787136613","0.635992787136613","0.635992787136613","0.6420373705393765","0.6420373705393765","0.6420373705393765"
"49","0.634322656971006","0.634322656971006","0.634322656971006","0.6447130536524559","0.6447130536524559","0.6447130536524559","0.6351217718961495","0.6351217718961495","0.6351217718961495"
"50","0.6370661346710931","0.6370661346710931","0.6370661346710931","0.6356106539844391","0.6356106539844391","0.6356106539844391","0.6385626726408685","0.6385626726408685","0.6385626726408685"
"51","0.6345332007216469","0.6345332007216469","0.6345332007216469","0.6368837802502051","0.6368837802502051","0.6368837802502051","0.6438859496769893","0.6438859496769893","0.6438859496769893"
"52","0.6315323639541889","0.6315323639541889","0.6315323639541889","0.6339976535261997","0.6339976535261997","0.6339976535261997","0.6338519001711187","0.6338519001711187","0.6338519001711187"
"53","0.6301199433449549","0.6301199433449549","0.6301199433449549","0.6315727202593058","0.6315727202593058","0.6315727202593058","0.6379935786409198","0.6379935786409198","0.6379935786409198"
"54","0.6264995922310808","0.6264995922310808","0.6264995922310808","0.6297075179290146","0.6297075179290146","0.6297075179290146","0.6352338783070139","0.6352338783070139","0.6352338783070139"
"55","0.6259504260344032","0.6259504260344032","0.6259504260344032","0.624755208466853","0.624755208466853","0.624755208466853","0.6252751839366284","0.6252751839366284","0.6252751839366284"
"56","0.6288469672887613","0.6288469672887613","0.6288469672887613","0.6259500254755435","0.6259500254755435","0.6259500254755435","0.6305159959175041","0.6305159959175041","0.6305159959175041"
"57","0.6223440444107619","0.6223440444107619","0.6223440444107619","0.6213426472614592","0.6213426472614592","0.6213426472614592","0.6315721694908737","0.6315721694908737","0.6315721694908737"
"58","0.6263017161543786","0.6263017161543786","0.6263017161543786","0.6236357966635049","0.6236357966635049","0.6236357966635049","0.6318636762010357","0.6318636762010357","0.6318636762010357"
"59","0.6187513318582085","0.6187513318582085","0.6187513318582085","0.630638917417581","0.630638917417581","0.630638917417581","0.6290239642349005","0.6290239642349005","0.6290239642349005"
"60","0.6227212707169042","0.6227212707169042","0.6227212707169042","0.6166349290530148","0.6166349290530148","0.6166349290530148","0.6208883133748205","0.6208883133748205","0.6208883133748205"
"61","0.6151420962526918","0.6151420962526918","0.6151420962526918","0.6177783243180885","0.6177783243180885","0.6177783243180885","0.6195614621519945","0.6195614621519945","0.6195614621519945"
"62","0.6141789024046349","0.6141789024046349","0.6141789024046349","0.6214235601511229","0.6214235601511229","0.6214235601511229","0.6245809653628743","0.6245809653628743","0.6245809653628743"
"63","0.6147866503345467","0.6147866503345467","0.6147866503345467","0.6120997515733952","0.6120997515733952","0.6120997515733952","0.6216023095422734","0.6216023095422734","0.6216023095422734"
"64","0.6115236978632588","0.6115236978632588","0.6115236978632588","0.6095218048220877","0.6095218048220877","0.6095218048220877","0.6166824954176067","0.6166824954176067","0.6166824954176067"
"65","0.6060900668612849","0.6060900668612849","0.6060900668612849","0.6089584187858901","0.6089584187858901","0.6089584187858901","0.6215325622308244","0.6215325622308244","0.6215325622308244"
"66","0.6134998049278353","0.6134998049278353","0.6134998049278353","0.6154236891310757","0.6154236891310757","0.6154236891310757","0.6172050244501128","0.6172050244501128","0.6172050244501128"
"67","0.6113676801873975","0.6113676801873975","0.6113676801873975","0.6144519333373923","0.6144519333373923","0.6144519333373923","0.615828153439679","0.615828153439679","0.615828153439679"
"68","0.6022203678572344","0.6022203678572344","0.6022203678572344","0.6168045156602492","0.6168045156602492","0.6168045156602492","0.6105566486361772","0.6105566486361772","0.6105566486361772"
"69","0.604823099187987","0.604823099187987","0.604823099187987","0.6077975491405609","0.6077975491405609","0.6077975491405609","0.6160226748359311","0.6160226748359311","0.6160226748359311"
"70","0.6058637511055425","0.6058637511055425","0.6058637511055425","0.6107329446043119","0.6107329446043119","0.6107329446043119","0.621151130056655","0.621151130056655","0.621151130056655"
"71","0.6034930935641407","0.6034930935641407","0.6034930935641407","0.6070388405903917","0.6070388405903917","0.6070388405903917","0.6128314724703907","0.6128314724703907","0.6128314724703907"
"72","0.5968118218538505","0.5968118218538505","0.5968118218538505","0.6110368686391253","0.6110368686391253","0.6110368686391253","0.6113426953285224","0.6113426953285224","0.6113426953285224"
"73","0.6022761456784506","0.6022761456784506","0.6022761456784506","0.6042159020265074","0.6042159020265074","0.6042159020265074","0.6098360432475389","0.6098360432475389","0.6098360432475389"
"74","0.5974828580835982","0.5974828580835982","0.5974828580835982","0.6063614955586034","0.6063614955586034","0.6063614955586034","0.6148764255889817","0.6148764255889817","0.6148764255889817"
"75","0.6014108384017381","0.6014108384017381","0.6014108384017381","0.6064610845051015","0.6064610845051015","0.6064610845051015","0.6020444724479594","0.6020444724479594","0.6020444724479594"
"76","0.6020142803239079","0.6020142803239079","0.6020142803239079","0.5974218229273482","0.5974218229273482","0.5974218229273482","0.6103569199747487","0.6103569199747487","0.6103569199747487"
"77","0.5970628721191806","0.5970628721191806","0.5970628721191806","0.6035204817761741","0.6035204817761741","0.6035204817761741","0.6083708490085367","0.6083708490085367","0.6083708490085367"
"78","0.5943720178392894","0.5943720178392894","0.5943720178392894","0.5974775506787069","0.5974775506787069","0.5974775506787069","0.6031496143419298","0.6031496143419298","0.6031496143419298"
"79","0.5962163410390177","0.5962163410390177","0.5962163410390177","0.5994200608689243","0.5994200608689243","0.5994200608689243","0.601360117636126","0.601360117636126","0.601360117636126"
"80","0.5915322558032967","0.5915322558032967","0.5915322558032967","0.5969507657083163","0.5969507657083163","0.5969507657083163","0.6016822670990566","0.6016822670990566","0.6016822670990566"
"81","0.5955010931251282","0.5955010931251282","0.5955010931251282","0.5954331983984055","0.5954331983984055","0.5954331983984055","0.608202514147739","0.608202514147739","0.608202514147739"
"82","0.592703790328266","0.592703790328266","0.592703790328266","0.5977167844576754","0.5977167844576754","0.5977167844576754","0.6040334474659045","0.6040334474659045","0.6040334474659045"
"83","0.5947096889580342","0.5947096889580342","0.5947096889580342","0.5917571696030302","0.5917571696030302","0.5917571696030302","0.6046140575330702","0.6046140575330702","0.6046140575330702"
"84","0.5873399066377409","0.5873399066377409","0.5873399066377409","0.5922651283070139","0.5922651283070139","0.5922651283070139","0.6035094163376743","0.6035094163376743","0.6035094163376743"
"85","0.5884454490905712","0.5884454490905712","0.5884454490905712","0.597335252143791","0.597335252143791","0.597335252143791","0.6005239510164582","0.6005239510164582","0.6005239510164582"
"86","0.5825730559276302","0.5825730559276302","0.5825730559276302","0.5943638063826651","0.5943638063826651","0.5943638063826651","0.5952749776488157","0.5952749776488157","0.5952749776488157"
"87","0.5869201209527533","0.5869201209527533","0.5869201209527533","0.5872467266329984","0.5872467266329984","0.5872467266329984","0.5984875598434937","0.5984875598434937","0.5984875598434937"
"88","0.57833319046734","0.57833319046734","0.57833319046734","0.5875457438217802","0.5875457438217802","0.5875457438217802","0.5972395686461751","0.5972395686461751","0.5972395686461751"
"89","0.5868410105779583","0.5868410105779583","0.5868410105779583","0.585265462373103","0.585265462373103","0.585265462373103","0.5939166825555015","0.5939166825555015","0.5939166825555015"
"90","0.5845981813826651","0.5845981813826651","0.5845981813826651","0.5842036309058398","0.5842036309058398","0.5842036309058398","0.6000018726126692","0.6000018726126692","0.6000018726126692"
"91","0.5881016193793581","0.5881016193793581","0.5881016193793581","0.5838698151661198","0.5838698151661198","0.5838698151661198","0.5990592574760305","0.5990592574760305","0.5990592574760305"
"92","0.5813746338892022","0.5813746338892022","0.5813746338892022","0.5830432118892278","0.5830432118892278","0.5830432118892278","0.5970917624269381","0.5970917624269381","0.5970917624269381"
"93","0.584132381498667","0.584132381498667","0.584132381498667","0.5832696778545426","0.5832696778545426","0.5832696778545426","0.5912106571087982","0.5912106571087982","0.5912106571087982"
"94","0.5805744674970519","0.5805744674970519","0.5805744674970519","0.5845537694190935","0.5845537694190935","0.5845537694190935","0.592545118949959","0.592545118949959","0.592545118949959"
"95","0.5746935624583419","0.5746935624583419","0.5746935624583419","0.5821149167318243","0.5821149167318243","0.5821149167318243","0.5978237837430783","0.5978237837430783","0.5978237837430783"
"96","0.5738026694844647","0.5738026694844647","0.5738026694844647","0.5809148423880999","0.5809148423880999","0.5809148423880999","0.5892672456611464","0.5892672456611464","0.5892672456611464"
"97","0.5766222533678989","0.5766222533678989","0.5766222533678989","0.5812744941742719","0.5812744941742719","0.5812744941742719","0.5902504173823319","0.5902504173823319","0.5902504173823319"
"98","0.576377261555322","0.576377261555322","0.576377261555322","0.5850515639420119","0.5850515639420119","0.5850515639420119","0.5910951960174836","0.5910951960174836","0.5910951960174836"
"99","0.5740545208675144","0.5740545208675144","0.5740545208675144","0.5813477964456009","0.5813477964456009","0.5813477964456009","0.5804231563877923","0.5804231563877923","0.5804231563877923"
"100","0.5730535242770713","0.5730535242770713","0.5730535242770713","0.5828300645059987","0.5828300645059987","0.5828300645059987","0.5868692499775687","0.5868692499775687","0.5868692499775687"
"101","0.5747961555962879","0.5747961555962879","0.5747961555962879","0.5788167651507383","0.5788167651507383","0.5788167651507383","0.5868255389920016","0.5868255389920016","0.5868255389920016"
"102","0.5701048102312346","0.5701048102312346","0.5701048102312346","0.5752184447741489","0.5752184447741489","0.5752184447741489","0.5895351193985849","0.5895351193985849","0.5895351193985849"
"103","0.5708269677854543","0.5708269677854543","0.5708269677854543","0.5727348296343058","0.5727348296343058","0.5727348296343058","0.581192680027174","0.581192680027174","0.581192680027174"
"104","0.5666737732484363","0.5666737732484363","0.5666737732484363","0.5762661064717494","0.5762661064717494","0.5762661064717494","0.5883069057949651","0.5883069057949651","0.5883069057949651"
"105","0.5738491343121924","0.5738491343121924","0.5738491343121924","0.5772203878851774","0.5772203878851774","0.5772203878851774","0.5846612193332137","0.5846612193332137","0.5846612193332137"
"106","0.5762276528212161","0.5762276528212161","0.5762276528212161","0.5708994188692064","0.5708994188692064","0.5708994188692064","0.5814311126884228","0.5814311126884228","0.5814311126884228"
"107","0.5639079643919196","0.5639079643919196","0.5639079643919196","0.5727330271194371","0.5727330271194371","0.5727330271194371","0.5834259458796913","0.5834259458796913","0.5834259458796913"
"108","0.5727081924701344","0.5727081924701344","0.5727081924701344","0.5706522740527584","0.5706522740527584","0.5706522740527584","0.5774181638221647","0.5774181638221647","0.5774181638221647"
"109","0.5675758818703855","0.5675758818703855","0.5675758818703855","0.5698976712309014","0.5698976712309014","0.5698976712309014","0.5827629708969955","0.5827629708969955","0.5827629708969955"
"110","0.566927577355927","0.566927577355927","0.566927577355927","0.5642029259222467","0.5642029259222467","0.5642029259222467","0.5796939890535275","0.5796939890535275","0.5796939890535275"
"111","0.5642048786466879","0.5642048786466879","0.5642048786466879","0.5679325795349672","0.5679325795349672","0.5679325795349672","0.5795558463167811","0.5795558463167811","0.5795558463167811"
"112","0.5597443553245488","0.5597443553245488","0.5597443553245488","0.5675981128871","0.5675981128871","0.5675981128871","0.5818159496129","0.5818159496129","0.5818159496129"
"113","0.5649604828656942","0.5649604828656942","0.5649604828656942","0.5688796508889202","0.5688796508889202","0.5688796508889202","0.5773633873980978","0.5773633873980978","0.5773633873980978"
"114","0.5629571377986566","0.5629571377986566","0.5629571377986566","0.5680355231619155","0.5680355231619155","0.5680355231619155","0.5834125271578907","0.5834125271578907","0.5834125271578907"
"115","0.5587643880742412","0.5587643880742412","0.5587643880742412","0.5674617225953651","0.5674617225953651","0.5674617225953651","0.5714693139868745","0.5714693139868745","0.5714693139868745"
"116","0.5621610771348186","0.5621610771348186","0.5621610771348186","0.5640380959514715","0.5640380959514715","0.5640380959514715","0.5768650921766048","0.5768650921766048","0.5768650921766048"
"117","0.5573878174829522","0.5573878174829522","0.5573878174829522","0.5632365776731696","0.5632365776731696","0.5632365776731696","0.5731328850011536","0.5731328850011536","0.5731328850011536"
"118","0.5599188988476723","0.5599188988476723","0.5599188988476723","0.5671880407544606","0.5671880407544606","0.5671880407544606","0.5752704673560551","0.5752704673560551","0.5752704673560551"
"119","0.5617989719256307","0.5617989719256307","0.5617989719256307","0.5583995790927502","0.5583995790927502","0.5583995790927502","0.5728440820632947","0.5728440820632947","0.5728440820632947"
"120","","","","0.5632500464648277","0.5632500464648277","0.5632500464648277","0.5738062745142022","0.5738062745142022","0.5738062745142022"
"121","","","","0.5579861022098032","0.5579861022098032","0.5579861022098032","0.575243329493309","0.575243329493309","0.575243329493309"
"122","","","","0.5579054897392842","0.5579054897392842","0.5579054897392842","0.5748224422714572","0.5748224422714572","0.5748224422714572"
"123","","","","","","","0.5719773728305733","0.5719773728305733","0.5719773728305733"
"124","","","","","","","0.5671509890599364","0.5671509890599364","0.5671509890599364"
"125","","","","","","","0.5719783742277225","0.5719783742277225","0.5719783742277225"
"126","","","","","","","0.5631380902635357","0.5631380902635357","0.5631380902635357"
"127","","","","","","","0.5673838138971493","0.5673838138971493","0.5673838138971493"
